bank,review,rating,date,source,sentiment_label,sentiment_score,themes
CBE,Very nice i'm happy,5,2025-02-11,Google Play,POSITIVE,0.9998593330383301,Other
CBE,It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,1,2025-02-11,Google Play,NEGATIVE,0.9991856217384338,Other
CBE,❤️,5,2025-02-11,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,Can't even load our transaction history!!,1,2025-02-11,Google Play,NEGATIVE,0.9994427561759949,Other
CBE,I am happy of this app,5,2025-02-11,Google Play,POSITIVE,0.9998650550842285,Other
CBE,"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Google Play,POSITIVE,0.6683245301246643,Other
CBE,Very good app,5,2025-02-10,Google Play,POSITIVE,0.9998675584793091,Other
CBE,👍 good,5,2025-02-10,Google Play,POSITIVE,0.9998576641082764,Other
CBE,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,Google Play,NEGATIVE,0.9931367635726929,Other
CBE,It is stop working !,1,2025-02-10,Google Play,NEGATIVE,0.9996010661125183,Other
CBE,It's not bad 👍,2,2025-02-10,Google Play,POSITIVE,0.9996799230575562,Other
CBE,It shut down without warning,1,2025-02-10,Google Play,NEGATIVE,0.9854583740234375,Other
CBE,"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,Google Play,NEGATIVE,0.997967541217804,Other
CBE,I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,3,2025-02-09,Google Play,NEGATIVE,0.999372661113739,Other
CBE,So good 👍 👏,5,2025-02-09,Google Play,POSITIVE,0.9998732805252075,Other
CBE,This app is very interesting and simple to use.,5,2025-02-09,Google Play,POSITIVE,0.9996544122695923,Other
CBE,"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2,2025-02-08,Google Play,NEGATIVE,0.9992187023162842,Other
CBE,"Smart and easy to use, i like this app",5,2025-02-08,Google Play,POSITIVE,0.9998407363891602,Other
CBE,በፊት ጥሩነበር አሁን ምኑን ነካችሁት ተበላሽቷል አይሰራም,1,2025-02-08,Google Play,NEGATIVE,0.9200406670570374,Other
CBE,The best app I love it,5,2025-02-08,Google Play,POSITIVE,0.9998717308044434,Other
CBE,Is not useful,3,2025-02-08,Google Play,NEGATIVE,0.9997987151145935,Other
CBE,It's ok,5,2025-02-08,Google Play,POSITIVE,0.9998351335525513,Other
CBE,Like,3,2025-02-08,Google Play,POSITIVE,0.9910564422607422,Other
CBE,It's good,5,2025-02-08,Google Play,POSITIVE,0.9998360872268677,Other
CBE,Its good service,4,2025-02-07,Google Play,POSITIVE,0.999849796295166,Other
CBE,Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,Google Play,NEGATIVE,0.99915611743927,Other
CBE,"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",1,2025-02-07,Google Play,NEGATIVE,0.9991911053657532,Other
CBE,Awash birr pro,1,2025-02-07,Google Play,NEGATIVE,0.9963383674621582,Other
CBE,It is a very important application.,5,2025-02-07,Google Play,POSITIVE,0.999725878238678,Other
CBE,አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,3,2025-02-07,Google Play,NEGATIVE,0.8832131028175354,Other
CBE,To save my time best app to me i like this app tnx cbe !!!,5,2025-02-07,Google Play,NEGATIVE,0.9875180125236511,Other
CBE,Very nice,5,2025-02-06,Google Play,POSITIVE,0.9998563528060913,Other
CBE,"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06,Google Play,POSITIVE,0.9879405498504639,Other
CBE,Comfortable,5,2025-02-06,Google Play,POSITIVE,0.9998550415039062,Other
CBE,Help,5,2025-02-05,Google Play,POSITIVE,0.9892712831497192,Other
CBE,App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,Google Play,NEGATIVE,0.9993783235549927,Other
CBE,I don't need to update this app,5,2025-02-05,Google Play,POSITIVE,0.8771613240242004,Other
CBE,Good work !! Thank you !,5,2025-02-05,Google Play,POSITIVE,0.9998635053634644,Other
CBE,Application Baay'ee Gaariidha . Hojii Keenya Salphisuu fi Yeroo Nuuf Qusachuu Keeysatti .... Waan Jajjabeeyfamuu Qabuudha !!!,5,2025-02-05,Google Play,NEGATIVE,0.9899823069572449,Other
CBE,"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,Google Play,NEGATIVE,0.9996976852416992,Other
CBE,Very fast and easy to use,5,2025-02-05,Google Play,POSITIVE,0.9995383024215698,Other
CBE,It is best application,5,2025-02-04,Google Play,POSITIVE,0.999606192111969,Other
CBE,This apps amazing,5,2025-02-04,Google Play,POSITIVE,0.9998751878738403,Other
CBE,100%👍,5,2025-02-04,Google Play,POSITIVE,0.9974650144577026,Other
CBE,This App. Is just a Meaningful Application for our country..,5,2025-02-04,Google Play,POSITIVE,0.9990418553352356,Other
CBE,"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",5,2025-02-04,Google Play,POSITIVE,0.9993579983711243,Other
CBE,The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,1,2025-02-04,Google Play,NEGATIVE,0.9997221827507019,Other
CBE,Efficient,5,2025-02-04,Google Play,POSITIVE,0.9998533725738525,Other
CBE,ሰሞኑን እያሰቸገረ ነው እንጂ ቀላል እና ፈጣን,3,2025-02-04,Google Play,NEGATIVE,0.9200406670570374,Other
CBE,So nice,5,2025-02-03,Google Play,POSITIVE,0.9998610019683838,Other
CBE,New update new version not working,1,2025-02-03,Google Play,NEGATIVE,0.999659538269043,Other
CBE,that is good,5,2025-02-03,Google Play,POSITIVE,0.9998364448547363,Other
CBE,"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",4,2025-02-03,Google Play,POSITIVE,0.8294110894203186,Other
CBE,The Best mobile banking app in Ethiopia. Thanks CBE,5,2025-02-03,Google Play,POSITIVE,0.9998087286949158,Other
CBE,Cbe,5,2025-02-03,Google Play,POSITIVE,0.9966009855270386,Other
CBE,Too poor comparing to other countries.,1,2025-02-03,Google Play,NEGATIVE,0.9996059536933899,Other
CBE,Tank,5,2025-02-03,Google Play,NEGATIVE,0.9976772665977478,Other
CBE,Senà shelu,5,2025-02-02,Google Play,POSITIVE,0.748911440372467,Other
CBE,it is not working,5,2025-02-02,Google Play,NEGATIVE,0.9997721314430237,Other
CBE,Waww,1,2025-02-02,Google Play,NEGATIVE,0.9088252782821655,Other
CBE,It is good,5,2025-02-02,Google Play,POSITIVE,0.9998494386672974,Other
CBE,"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,Google Play,NEGATIVE,0.9964019060134888,Other
CBE,Simple good app,4,2025-02-02,Google Play,POSITIVE,0.9998643398284912,Other
CBE,"After the last two update, I am facing the worst experience with this app.",1,2025-02-02,Google Play,NEGATIVE,0.999794065952301,Other
CBE,Now it's crashing like crazy. It doesn't even open after a recent update.,1,2025-02-01,Google Play,NEGATIVE,0.9995834231376648,Other
CBE,This app is so incredible,5,2025-02-01,Google Play,POSITIVE,0.9998726844787598,Other
CBE,Mobail banking is the letest tecnologi,5,2025-02-01,Google Play,NEGATIVE,0.9940383434295654,Other
CBE,without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,1,2025-02-01,Google Play,NEGATIVE,0.9968906044960022,Other
CBE,It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,1,2025-01-31,Google Play,NEGATIVE,0.9970723390579224,Other
CBE,it does not connect,1,2025-01-31,Google Play,NEGATIVE,0.9997904896736145,Other
CBE,Good application,5,2025-01-31,Google Play,POSITIVE,0.999854564666748,Other
CBE,The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,Google Play,NEGATIVE,0.9997552037239075,Other
CBE,This should run for worst app of the year,1,2025-01-31,Google Play,NEGATIVE,0.9997993111610413,Other
CBE,Very bad,1,2025-01-31,Google Play,NEGATIVE,0.9997884631156921,Other
CBE,Bad,1,2025-01-31,Google Play,NEGATIVE,0.999782383441925,Other
CBE,It is nice app!,4,2025-01-31,Google Play,POSITIVE,0.9998447895050049,Other
CBE,Very nice app,5,2025-01-31,Google Play,POSITIVE,0.9998562335968018,Other
CBE,"It's easy to use, but there is some problems sometimes when update the app in the network areas...",4,2025-01-31,Google Play,NEGATIVE,0.9943804144859314,Other
CBE,No manage beneficiary for my app,1,2025-01-30,Google Play,NEGATIVE,0.999631404876709,Other
CBE,Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,2,2025-01-30,Google Play,POSITIVE,0.8520461320877075,Other
CBE,Very good mobile app,5,2025-01-30,Google Play,POSITIVE,0.9998629093170166,Other
CBE,Very Good,5,2025-01-30,Google Play,POSITIVE,0.9998520612716675,Other
CBE,"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",3,2025-01-30,Google Play,NEGATIVE,0.9995330572128296,Other
CBE,The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,Google Play,NEGATIVE,0.9994816184043884,Other
CBE,Not worek recipient !!,1,2025-01-29,Google Play,NEGATIVE,0.6950615644454956,Other
CBE,Best application,5,2025-01-29,Google Play,POSITIVE,0.9998098015785217,Other
CBE,"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",1,2025-01-29,Google Play,NEGATIVE,0.9523299336433411,Other
CBE,I like the app,5,2025-01-29,Google Play,POSITIVE,0.9994398951530457,Other
CBE,"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",1,2025-01-29,Google Play,NEGATIVE,0.9994357228279114,Other
CBE,Number one,5,2025-01-29,Google Play,POSITIVE,0.999716579914093,Other
CBE,Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,Google Play,NEGATIVE,0.9953692555427551,Other
CBE,These app is beast But the new update is great,5,2025-01-29,Google Play,POSITIVE,0.9992660880088806,Other
CBE,Bahilu ketema,2,2025-01-29,Google Play,NEGATIVE,0.9338395595550537,Other
CBE,It's easy and user friendly!,5,2025-01-29,Google Play,POSITIVE,0.9988501071929932,Other
CBE,It is helpful to save time and energy,5,2025-01-28,Google Play,POSITIVE,0.9988180994987488,Other
CBE,DIGITAL LEADER BANK IN ETHIOPIA CBE,5,2025-01-28,Google Play,POSITIVE,0.9734249114990234,Other
CBE,Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,2025-01-28,Google Play,NEGATIVE,0.9956076741218567,Other
CBE,🤙best,5,2025-01-28,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,😔,2,2025-01-28,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,2025-01-28,Google Play,NEGATIVE,0.9992456436157227,Other
CBE,"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",5,2025-01-28,Google Play,POSITIVE,0.9357491135597229,Other
CBE,Where ever you go no one is like cbe mobile banking.it's absolutely perfect,5,2025-01-28,Google Play,POSITIVE,0.9998345375061035,Other
CBE,"Does""nt give you a list of beneficieries.",2,2025-01-27,Google Play,POSITIVE,0.9234074354171753,Other
CBE,Ti,1,2025-01-27,Google Play,POSITIVE,0.9913840293884277,Other
CBE,"trasaction history needs to be more,",2,2025-01-27,Google Play,NEGATIVE,0.9970212578773499,Other
CBE,This app is more helpful and best,5,2025-01-27,Google Play,POSITIVE,0.9988846182823181,Other
CBE,I like it more the app cbe thank you !,5,2025-01-27,Google Play,POSITIVE,0.9997392296791077,Other
CBE,Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,1,2025-01-27,Google Play,NEGATIVE,0.99681156873703,Other
CBE,Correct your order of incoming and outgoing birr,3,2025-01-27,Google Play,NEGATIVE,0.8908084034919739,Other
CBE,Nice App,5,2025-01-27,Google Play,POSITIVE,0.9998061060905457,Other
CBE,The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,4,2025-01-26,Google Play,NEGATIVE,0.9993588328361511,Other
CBE,Wow amazing app,4,2025-01-26,Google Play,POSITIVE,0.9998513460159302,Other
CBE,Woow app,2,2025-01-25,Google Play,NEGATIVE,0.9864674210548401,Other
CBE,Wow 👌 👏,5,2025-01-25,Google Play,POSITIVE,0.998944103717804,Other
CBE,Best App👌🏿,5,2025-01-25,Google Play,POSITIVE,0.9997019171714783,Other
CBE,"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,Google Play,NEGATIVE,0.5818861722946167,Other
CBE,It keeps asking for an update recursively since the last update. What is going on??,2,2025-01-25,Google Play,NEGATIVE,0.998496413230896,Other
CBE,I donot want to update.,5,2025-01-25,Google Play,POSITIVE,0.6200531721115112,Other
CBE,The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,Google Play,NEGATIVE,0.9893652200698853,Other
CBE,"አፕልኬሽኑ የተላከልኝን ብር ቶሎ አያሳይም ። ከ 24 ሰዓት በላይ ይቆያል። ይህ ለቢዝነስ በጣም አስቸጋሪ ሆኖብኛል። መፍትሔ አላችሁ ? This application is too slow & inactive to notify & record transactions, & hence I faced difficulty using it for businesses. would you fix it?",1,2025-01-25,Google Play,NEGATIVE,0.9996609687805176,Other
CBE,Nice app thanks cbe,5,2025-01-25,Google Play,POSITIVE,0.9998252987861633,Other
CBE,NICE,5,2025-01-25,Google Play,POSITIVE,0.9998552799224854,Other
CBE,It is very nice to use,5,2025-01-25,Google Play,POSITIVE,0.9998107552528381,Other
CBE,"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,Google Play,NEGATIVE,0.9996726512908936,Other
CBE,"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",1,2025-01-25,Google Play,NEGATIVE,0.999788224697113,Other
CBE,It very important app,5,2025-01-25,Google Play,POSITIVE,0.9997138381004333,Other
CBE,Data problems,1,2025-01-24,Google Play,NEGATIVE,0.9996092915534973,Other
CBE,nice one,5,2025-01-24,Google Play,POSITIVE,0.9998481273651123,Other
CBE,This app after update they ask verification .why they restricted for update?,5,2025-01-24,Google Play,NEGATIVE,0.9927914142608643,Other
CBE,Best and ease to use,5,2025-01-24,Google Play,POSITIVE,0.9997965693473816,Other
CBE,thank you very much and we are very very happy with your service🥰,5,2025-01-24,Google Play,POSITIVE,0.9998617172241211,Other
CBE,Cbe is the leader bank in Ethiopia by digital payment system,5,2025-01-24,Google Play,POSITIVE,0.9959623217582703,Other
CBE,Like it,5,2025-01-24,Google Play,POSITIVE,0.9997184872627258,Other
CBE,it's not working properly,1,2025-01-24,Google Play,NEGATIVE,0.9997792840003967,Other
CBE,Make an option to send statement by email,1,2025-01-24,Google Play,NEGATIVE,0.9493923783302307,Other
CBE,It is simple and very accurate system,1,2025-01-24,Google Play,POSITIVE,0.999847412109375,Other
CBE,"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,2025-01-24,Google Play,POSITIVE,0.9919834733009338,Other
CBE,Why developer option is off ? Please remove this feature.,4,2025-01-24,Google Play,NEGATIVE,0.9992109537124634,Other
CBE,Reminding me to update and pay every month,5,2025-01-23,Google Play,POSITIVE,0.9341620802879333,Other
CBE,its excellent app,5,2025-01-23,Google Play,POSITIVE,0.9998421669006348,Other
CBE,"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,Google Play,NEGATIVE,0.9997231364250183,Other
CBE,እብድ ባነክ፣ ይሄ ዝምብሎ Update ብቻ የሚለውን እና Update የማያደርገውን ሲስተማችሁን አስተካክሉት። አናዳጆች!,1,2025-01-23,Google Play,NEGATIVE,0.8708980083465576,Other
CBE,I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,2025-01-23,Google Play,POSITIVE,0.998768150806427,Other
CBE,wow . what i can say thank you.,5,2025-01-23,Google Play,POSITIVE,0.9998680353164673,Other
CBE,Good App,5,2025-01-23,Google Play,POSITIVE,0.9998493194580078,Other
CBE,very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,Google Play,NEGATIVE,0.9996125102043152,Other
CBE,Good I like it .,5,2025-01-22,Google Play,POSITIVE,0.9998548030853271,Other
CBE,Wow❤🙏..,5,2025-01-22,Google Play,POSITIVE,0.624569833278656,Other
CBE,The worst bank in Ethiopia!,1,2025-01-22,Google Play,NEGATIVE,0.9997764229774475,Other
CBE,Annoying app Very poor,1,2025-01-22,Google Play,NEGATIVE,0.9997809529304504,Other
CBE,"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,Google Play,POSITIVE,0.999575674533844,Other
CBE,I love ❤️ 😍 💖 ❣️ 💕,5,2025-01-21,Google Play,POSITIVE,0.999438464641571,Other
CBE,Waw,5,2025-01-21,Google Play,NEGATIVE,0.7346178889274597,Other
CBE,"Why force-disable Developer Options in the latest update? I get that it's a security precaution, but it's overkill. Plenty of other financial apps do not require it and it's sometimes necessary for debugging/experimental reasons",1,2025-01-21,Google Play,NEGATIVE,0.9979910850524902,Other
CBE,በጣም ምርጥ እና ላጠቃቀም ቀላል አፕ ነው ደስ ብሎኛል,4,2025-01-20,Google Play,NEGATIVE,0.932232677936554,Other
CBE,"The app resets without customer interaction or confirmation, which is concerning. Please improve the user experience to ensure better control and transparency for customers.",5,2025-01-20,Google Play,NEGATIVE,0.9712156653404236,Other
CBE,"It was very convenient and cool to use, but for some reason it hasn't been working for me lately.",1,2025-01-20,Google Play,NEGATIVE,0.8924981355667114,Other
CBE,cBENooR,5,2025-01-19,Google Play,POSITIVE,0.9303081631660461,Other
CBE,Breaks after a week,1,2025-01-19,Google Play,NEGATIVE,0.9532126784324646,Other
CBE,Good work keep it uo.,5,2025-01-19,Google Play,POSITIVE,0.9998258948326111,Other
CBE,ምርጥ ባንክ,5,2025-01-19,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,teliga,5,2025-01-19,Google Play,NEGATIVE,0.9704235196113586,Other
CBE,Jest i like this app esy and fast,4,2025-01-19,Google Play,POSITIVE,0.9978528022766113,Other
CBE,First,5,2025-01-18,Google Play,POSITIVE,0.9977535605430603,Other
CBE,abdulkarem,5,2025-01-18,Google Play,POSITIVE,0.9752503633499146,Other
CBE,Reliable & Simplified Service🎉💜🙏🙏,5,2025-01-18,Google Play,POSITIVE,0.9995490908622742,Other
CBE,Muhajer Naser,5,2025-01-18,Google Play,POSITIVE,0.8194690346717834,Other
CBE,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18,Google Play,NEGATIVE,0.9993547797203064,Other
CBE,Goood app,5,2025-01-18,Google Play,NEGATIVE,0.9925320744514465,Other
CBE,Please make it active it is delaying in low connection thanks.,5,2025-01-18,Google Play,POSITIVE,0.8377184867858887,Other
CBE,Best app for adroid user,5,2025-01-18,Google Play,POSITIVE,0.9955930113792419,Other
CBE,Excellent condition security code used,5,2025-01-18,Google Play,POSITIVE,0.9990721940994263,Other
CBE,Saadahmuu,1,2025-01-18,Google Play,NEGATIVE,0.9790335297584534,Other
CBE,Yeah its very important in our daily life,5,2025-01-17,Google Play,POSITIVE,0.9996480941772461,Other
CBE,The new update is seems force enable developer options on setting. And please fix the problem on iphones it only works for few days every time it get maintained at branches,1,2025-01-17,Google Play,POSITIVE,0.7807759046554565,Other
CBE,Kedir nuri jemal,5,2025-01-16,Google Play,POSITIVE,0.9445419311523438,Other
CBE,The great app and banking system 🤩,5,2025-01-16,Google Play,POSITIVE,0.9985370635986328,Other
CBE,"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,Google Play,NEGATIVE,0.9997788071632385,Other
CBE,Over,5,2025-01-15,Google Play,NEGATIVE,0.933975338935852,Other
CBE,GOOD app,5,2025-01-15,Google Play,POSITIVE,0.9998493194580078,Other
CBE,i enabled two step verification..when i press Authenticate it says Authentication failed.,5,2025-01-15,Google Play,NEGATIVE,0.9996612071990967,Other
CBE,Very much helpful,5,2025-01-15,Google Play,POSITIVE,0.9998149275779724,Other
CBE,Please add mini statement,2,2025-01-15,Google Play,POSITIVE,0.9677758812904358,Other
CBE,It simplify every step.,5,2025-01-15,Google Play,POSITIVE,0.9977728724479675,Other
CBE,It's good app,5,2025-01-15,Google Play,POSITIVE,0.9998689889907837,Other
CBE,Taliyemuxumid mahamuud,2,2025-01-15,Google Play,NEGATIVE,0.7884628772735596,Other
CBE,Keep up guys you're always trustful service giver. I appereciated so much.,5,2025-01-14,Google Play,POSITIVE,0.9996887445449829,Other
CBE,Abuu irbo,5,2025-01-14,Google Play,POSITIVE,0.5953788161277771,Other
CBE,Go,5,2025-01-14,Google Play,POSITIVE,0.9994152784347534,Other
CBE,Too good,5,2025-01-14,Google Play,POSITIVE,0.9997445940971375,Other
CBE,ከድር ሁሴን አብደላ,5,2025-01-13,Google Play,NEGATIVE,0.8337252736091614,Other
CBE,Suuuuu,5,2025-01-13,Google Play,NEGATIVE,0.9772840738296509,Other
CBE,This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,Google Play,NEGATIVE,0.9996973276138306,Other
CBE,Baayyee gaariidha Garuu App keessan altokko tokko isa ati tokko ergitu irra deebi'ee ergaa isa nu sirreessaa,4,2025-01-12,Google Play,NEGATIVE,0.9913951754570007,Other
CBE,Developer mode?????,1,2025-01-12,Google Play,NEGATIVE,0.995884120464325,Other
CBE,"It is Nice, but some times details of credited amount not shown from whom sent.",4,2025-01-12,Google Play,NEGATIVE,0.6728752851486206,Other
CBE,ዳኒል ትዛዙ,1,2025-01-11,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,"I am facing difficulties related to network issues, while I have a good internet connection.",1,2025-01-11,Google Play,NEGATIVE,0.8891944289207458,Other
CBE,Hulum yalfal,5,2025-01-11,Google Play,NEGATIVE,0.9677176475524902,Other
CBE,How to make developer mode off,5,2025-01-11,Google Play,NEGATIVE,0.9988376498222351,Other
CBE,"Alert The device developer Mode is turned on. You can't use this app, Please turn off Developer Mode and try again. OK Why reason?",1,2025-01-11,Google Play,NEGATIVE,0.9970587491989136,Other
CBE,Galaxy j7,5,2025-01-11,Google Play,POSITIVE,0.9231310486793518,Other
CBE,በጣም አሪፍ,5,2025-01-10,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,Tariku kasahun,5,2025-01-10,Google Play,POSITIVE,0.9682701230049133,Other
CBE,I am leul,5,2025-01-10,Google Play,NEGATIVE,0.7330945730209351,Other
CBE,Exelent App,5,2025-01-10,Google Play,POSITIVE,0.9968787431716919,Other
CBE,Smart app❤️,5,2025-01-10,Google Play,POSITIVE,0.9998408555984497,Other
CBE,አሪፍና ምቹ ተመችቶኛል ለኔ,5,2025-01-10,Google Play,NEGATIVE,0.8616330027580261,Other
CBE,የራሱ የሆነ ኪቦርድ ቢኖረው _ እና ትራንዛክሽን ሂስትሪው ቢስተካከል እና ገቢ እና ወጪ ላይ ቀኑን አስከነ ሰአቱ በስነ ስርአቱ ቢያስቀምጥ አሪፍ ይመስለኛል,3,2025-01-10,Google Play,NEGATIVE,0.9668055176734924,Other
CBE,aqf WWE the ga,2,2025-01-09,Google Play,NEGATIVE,0.7552674412727356,Other
CBE,"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,2025-01-09,Google Play,NEGATIVE,0.9766367077827454,Other
CBE,Best and easy to use,5,2025-01-09,Google Play,POSITIVE,0.9997791647911072,Other
CBE,EMAMU WUBETUDERESE,3,2025-01-09,Google Play,POSITIVE,0.5088635683059692,Other
CBE,Merjerbehel.,5,2025-01-09,Google Play,POSITIVE,0.8828282952308655,Other
CBE,"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",2,2025-01-09,Google Play,NEGATIVE,0.9965466856956482,Other
CBE,Satisfied,5,2025-01-08,Google Play,POSITIVE,0.9997212290763855,Other
CBE,It nice but some connection limitation,3,2025-01-08,Google Play,NEGATIVE,0.8407271504402161,Other
CBE,Ok. C,5,2025-01-08,Google Play,POSITIVE,0.9995594620704651,Other
CBE,It's bestv forever!!,4,2025-01-08,Google Play,POSITIVE,0.9998586177825928,Other
CBE,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,2025-01-08,Google Play,NEGATIVE,0.9727411866188049,Other
CBE,8 expriance,1,2025-01-08,Google Play,NEGATIVE,0.742670476436615,Other
CBE,this app is very good,5,2025-01-08,Google Play,POSITIVE,0.9998623132705688,Other
CBE,It fast and satisfied,5,2025-01-08,Google Play,POSITIVE,0.9997804760932922,Other
CBE,Best app for the bank,5,2025-01-08,Google Play,POSITIVE,0.9994045495986938,Other
CBE,best bank,5,2025-01-08,Google Play,POSITIVE,0.9997438788414001,Other
CBE,Good challenge good.,5,2025-01-08,Google Play,POSITIVE,0.9998480081558228,Other
CBE,👍👍👍👍 👍👍👍👍,3,2025-01-08,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,Best app I was but the message updated and it refused to work for me,5,2025-01-07,Google Play,NEGATIVE,0.9994940757751465,Other
CBE,More,5,2025-01-07,Google Play,POSITIVE,0.9968525767326355,Other
CBE,Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,2025-01-07,Google Play,NEGATIVE,0.9997721314430237,Other
CBE,❤❤😂😂,5,2025-01-07,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,Atractive and easy to use,5,2025-01-07,Google Play,POSITIVE,0.9762108325958252,Other
CBE,"You can not track your transaction history with correct date, time and order",1,2025-01-07,Google Play,NEGATIVE,0.9983684420585632,Other
CBE,Important,5,2025-01-07,Google Play,POSITIVE,0.999708354473114,Other
CBE,"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",1,2025-01-07,Google Play,NEGATIVE,0.9996213912963867,Other
CBE,Sufiyan ahmade umara,5,2025-01-07,Google Play,NEGATIVE,0.7965815663337708,Other
CBE,It's simple and easy to use,1,2025-01-06,Google Play,POSITIVE,0.9997555613517761,Other
